Row.ID	Name.of.Covered.Entity	State	Covered.Entity.Type	Individuals.Affected	Breach.Submission.Date	Type.of.Breach	Business.Associate.Present	Category
259	Hartford Hospital	CT	Business Associate	93500	4/5/2011	Theft	TRUE	OTHE
260	"Patient Care Services at Saint Francis, Inc."	OK	Healthcare Provider	84000	4/6/2011	Theft	FALSE	ELEC
261	Union Security Insurance Company	MO	Health Plan	935	4/8/2011	Unauthorized Access/Disclosure	FALSE	OTHE
262	Oklaholma State Dept. of Health	OK	Healthcare Provider	132940	4/11/2011	Theft	FALSE	SEMI
263	Aiken Community Based Outpatient Clinic	SC	Healthcare Provider	2717	4/12/2011	Improper Disposal	FALSE	HARD
264	IBM	NY	Business Associate	1900000	4/14/2011	Unknown	TRUE	OTHE
265	SW General Inc	AZ	Healthcare Provider	566	4/14/2011	Theft	FALSE	HARD
266	Fairview Health Services	MN	Healthcare Provider	1215	4/14/2011	Loss	FALSE	HARD
267	"Healthcare Solutions Team, LLC"	IL	Business Associate	675	4/19/2011	Unauthorized Access/Disclosure	TRUE	OTHE
268	Community Action partnership of Natrona County	WY	Healthcare Provider	15000	4/20/2011	Theft	FALSE	ELEC
269	"Keith & Fisher, DDS, PA"	NC	Healthcare Provider	6000	4/21/2011	Hacking/IT Incident	FALSE	ELEC
270	MacNeal Hospital	IL	Healthcare Provider	845	4/25/2011	Hacking/IT Incident	FALSE	OELE
271	West Lake Hospital 	IL	Healthcare Provider	686	4/25/2011	Hacking/IT Incident	FALSE	OELE
272	Phoenix Health Plan	AZ	Health Plan	9393	4/25/2011	Hacking/IT Incident	FALSE	OELE
273	MacNeal Physician Group	IL	Healthcare Provider	532	4/25/2011	Hacking/IT Incident	FALSE	OELE
274	Genesis Clinical Laboratory	IL	Healthcare Provider	1070	4/25/2011	Hacking/IT Incident	FALSE	OELE
275	Knox Community Hospital	OH	Healthcare Provider	500	4/28/2011	Improper Disposal	FALSE	OTHE
276	Speare Memorial Hospital	NH	Healthcare Provider	5960	5/2/2011	Theft	FALSE	ELEC
277	Methodist Charlton Medical Center	TX	Healthcare Provider	1500	5/5/2011	Theft	FALSE	ELEC
278	Drs Edalji and Komer	MA	Healthcare Provider	563	5/6/2011	Theft	FALSE	ELEC
279	Reid Hospital & Health Care Services	IN	Healthcare Provider	22001	5/6/2011	Theft	FALSE	ELEC
280	Union Security Insurance Company	MO	Health Plan	850	5/9/2011	Unauthorized Access/Disclosure	FALSE	OTHE
281	Indiana Regional Medical Center	PA	Healthcare Provider	1388	5/9/2011	Theft	FALSE	HARD
282	"MMM Healthcare, Inc."	PR	Health Plan	32390	5/9/2011	Theft	FALSE	ELEC
283	PMC Medicare Choice	PR	Health Plan	24361	5/9/2011	Theft	FALSE	ELEC
284	CVS CAREMARK	AZ	Healthcare Provider	654	5/11/2011	"Theft, Unauthorized Access/Disclosure"	FALSE	HARD
285	CENTER FOR ARTHRITIS & RHEUMATIC DISEASES	FL	Healthcare Provider	8000	5/11/2011	Theft	FALSE	HARD
286	"Robert B. Miller, MD"	CA	Healthcare Provider	620	5/17/2011	Theft	FALSE	ELEC
287	Imaging Center of Garland	TX	Healthcare Provider	1031	5/19/2011	Improper Disposal	FALSE	OTHE
288	St. Mary's Hospital for Children	NY	Business Associate	550	5/19/2011	Theft	TRUE	HARD
289	"Cahaba Government Benefit Administrators, LLC"	AL	Business Associate	13412	5/25/2011	Unauthorized Access/Disclosure	TRUE	HARD
290	VA Caribbean Healthcare System	PR	Healthcare Provider	6006	5/26/2011	Theft	FALSE	HARD
291	Agent Benefits Corporation	MI	Business Associate	11387	5/26/2011	"Hacking/IT Incident, Unauthorized Access/Disclosure"	TRUE	ELEC
292	Spartanburg Regional Healthcare System	SC	Business Associate	400000	5/27/2011	Theft	TRUE	ELEC
293	Saint Joseph - Berea	KY	Healthcare Provider	1986	6/2/2011	"Loss, Theft"	FALSE	OELE
294	Navos	WA	Health Plan	2700	6/8/2011	Unknown	FALSE	HARD
295	Lower Umpqua Hospital	OR	Business Associate	17000	6/8/2011	Theft	TRUE	OELE
296	"Metropolitan Community Health Services, Inc."	NC	Healthcare Provider	1263	6/9/2011	Unknown	FALSE	EM
297	TUBA CITY REGIONAL HEALTH CARE CORPORATION	AZ	Healthcare Provider	2000	6/9/2011	"Improper Disposal, Loss"	FALSE	HARD
298	"FOOTHILLS NEPHROLOGY, PC"	SC	Healthcare Provider	1280	6/9/2011	Theft	FALSE	OELE
299	Fidelity National Technology Imaging (FNTI)	CA	Business Associate	1192	6/10/2011	Loss	TRUE	HARD
300	New River Health Association	WV	Healthcare Provider	950	6/16/2011	Unauthorized Access/Disclosure	FALSE	HARD
301	HealthCare Partners	CA	Healthcare Provider	15677	6/16/2011	Theft	FALSE	ELEC
302	"Gene S. J. Liaw, MD. PS"	WA	Healthcare Provider	1105	6/17/2011	Theft	FALSE	OELE
303	Blue Cross and Blue Shield of Florida 	FL	Health Plan	3463	6/17/2011	Unauthorized Access/Disclosure	FALSE	OTHE
304	"NOL, LLC d/b/a Premier Radiology"	TN	Healthcare Provider	810	6/22/2011	Theft	FALSE	ELEC
305	"Advanced Diagnostic Imaging, P.C."	TN	Healthcare Provider	705	6/22/2011	Theft	FALSE	ELEC
306	University of Missouri Health Care	MO	Healthcare Provider	1288	6/23/2011	Unknown	FALSE	HARD
307	"Area Agency on Aging, Ohio District 5"	OH	Business Associate	78042	6/27/2011	Theft	TRUE	ELEC
308	"Gail Gillespie and Associates, LLC"	LA	Healthcare Provider	2000	6/28/2011	Theft	FALSE	OELE
309	Health Plan of San Mateo	CA	Health Plan	694	6/29/2011	Unauthorized Access/Disclosure	FALSE	HARD
310	Department of Personnel and Administration	CO	Business Associate	3589	6/29/2011	Theft	TRUE	OTHE
311	Yanez Dental Corporation	CA	Business Associate	10190	7/4/2011	Theft	TRUE	ELEC
312	Jackson Health System	FL	Healthcare Provider	1562	7/8/2011	Unauthorized Access/Disclosure	FALSE	OELE
313	The Mount Sinai Hospital	NY	Healthcare Provider	712	7/8/2011	Theft	FALSE	ELEC
314	Troy Regional Medical Center	AL	Healthcare Provider	880	7/8/2011	Unauthorized Access/Disclosure	FALSE	HARD
315	AssureCare Risk Management	IL	Business Associate	5000	7/11/2011	Hacking/IT Incident	TRUE	ELEC
316	Dr Axel Velez	PR	Healthcare Provider	2800	7/13/2011	Theft	FALSE	ELEC
317	"DeKalb Medical Center, Inc. d/b/a DeKalb Medical Hillandale"	GA	Healthcare Provider	7500	7/15/2011	Theft	FALSE	HARD
318	Beth Israel Deaconess Medical Center	MA	Healthcare Provider	2021	7/19/2011	Hacking/IT Incident	FALSE	ELEC
319	"Assurecare Risk Management, Inc."	IL	Business Associate	25330	7/21/2011	Unauthorized Access/Disclosure	TRUE	ELEC
320	"Andersen Air Force Base, Guam"	VA	Healthcare Provider	700	7/22/2011	Improper Disposal	FALSE	HARD
321	"RxAmerica, a subsidiary of CVS Caremark"	TX	Business Associate	4573	7/22/2011	Unauthorized Access/Disclosure	TRUE	HARD
322	RxAmerica LLC	UT	Business Associate	1378	7/22/2011	Unauthorized Access/Disclosure	TRUE	HARD
323	Health Care Service Corporation	IL	Health Plan	501	7/28/2011	Theft	FALSE	HARD
324	University of Kentucky - UK HealthCare	KY	Healthcare Provider	3604	7/28/2011	Theft	FALSE	ELEC
325	"Austin Center for Therapy and Assessment, LLC"	TX	Healthcare Provider	1870	7/28/2011	Theft	FALSE	ELEC
326	Treatment Services Northwest	OR	Healthcare Provider	1200	7/29/2011	Theft	FALSE	ELEC
327	Mills-Peninsula Health Services	CA	Healthcare Provider	1500	7/29/2011	Unauthorized Access/Disclosure	FALSE	HARD
328	Brigham and Women's Hospital and Faulkner Hospital 	MA	Healthcare Provider	638	8/3/2011	Theft	FALSE	OELE
329	Med Assets	NJ	Business Associate	8795	8/8/2011	Theft	TRUE	OELE
330	Washington State Department of Social and Health Services	WA	Health Plan	3950	8/9/2011	Unauthorized Access/Disclosure	FALSE	HARD
331	The Neurological Institute of Savannah & Center for Spine	GA	Healthcare Provider	63425	8/15/2011	Theft	FALSE	OELE
332	Accuprint 	PR	Business Associate	5848	8/15/2011	Theft	TRUE	OTHE
333	Texas Health Partners	TX	Business Associate	10345	8/17/2011	Theft	TRUE	ELEC
334	Capron Rescue Squad District	IL	Healthcare Provider	815	8/18/2011	Unauthorized Access/Disclosure	FALSE	ELEC
335	MedAssets	NJ	Business Associate	32008	8/18/2011	Theft	TRUE	OELE
336	Lexington VAMC	KY	Healthcare Provider	1432	8/25/2011	Theft	FALSE	OELE
337	"SpaMed Solutions, LLC, Edward McMenamin President,"	NJ	Business Associate	3000	8/28/2011	"Theft, Unauthorized Access/Disclosure"	TRUE	OELE
338	"HEALTH RESEARCH INSTITUTE, INC., PFEIFFER TREATMENT CENTER"	IL	Healthcare Provider	2000	8/29/2011	Theft	FALSE	ELEC
339	"Multi-Speciality Collection Services, LLC"	CA	Business Associate	19651	8/29/2011	Unauthorized Access/Disclosure	TRUE	OTHE
340	"Muir Orthopaedic Specialists, A Medical Group Inc."	CA	Healthcare Provider	1800	9/7/2011	Theft	FALSE	HARD
341	NEA Baptist Clinic	AR	Healthcare Provider	3116	9/7/2011	Hacking/IT Incident	FALSE	ELEC
342	Jonathan Noel MD	IN	Healthcare Provider	2059	9/8/2011	Theft	FALSE	OELE
343	Texas Health and Human Services Commission	TX	Health Plan	1696	9/9/2011	Theft	FALSE	ELEC
344	Living Healthy Community Clinic	WI	Business Associate	3000	9/13/2011	Hacking/IT Incident	TRUE	ELEC
345	Centro de Ortodoncia Inc.	PR	Healthcare Provider	2000	9/13/2011	Theft	FALSE	HARD
346	"John T. Melvin, M.D.& Associates"	TX	Healthcare Provider	2541	9/14/2011	Theft	FALSE	HARD
347	"Diversified Resources, Inc."	GA	Healthcare Provider	863	9/15/2011	Theft	FALSE	ELEC
348	VA Gulf Coast Veterans Health Care System	MS	Healthcare Provider	1797	9/20/2011	Theft	FALSE	HARD
349	Freda J Bowman  MD PA	TX	Healthcare Provider	1300	9/20/2011	"Hacking/IT Incident, Unauthorized Access/Disclosure"	FALSE	ELEC
350	"Bonney Lake Medical Center and Mythili R. Ramachandran, MD"	WA	Healthcare Provider	2367	9/21/2011	Theft	FALSE	MAG
351	"Benefits Administration Services, Inc."	VA	Business Associate	4000	9/22/2011	Loss	TRUE	OELE
352	VA Illiana Health Care System	IL	Healthcare Provider	518	9/23/2011	Loss	FALSE	HARD
353	Health Texas Provider Network	TX	Healthcare Provider	1259	9/23/2011	Theft	FALSE	ELEC
354	"AllOne Health Management Solutions, Inc."	PA	Business Associate	507	9/23/2011	"Theft, Unauthorized Access/Disclosure"	TRUE	SEMI
355	NYU Hospital for Joint Diseases Inventory Management Department	NY	Healthcare Provider	2600	9/26/2011	Theft	FALSE	HARD
356	FIRST PRIORITY LIFE INSURANCE COMPANY	PA	Business Associate	579	9/28/2011	"Theft, Unauthorized Access/Disclosure"	TRUE	HARD
357	"Summit Medical Group, PLLC"	TN	Healthcare Provider	731	9/28/2011	Theft	FALSE	HARD
358	MAPFRE Life	PR	Health Plan	2209	9/29/2011	Theft	FALSE	OTHE
359	Futurity First Insurance Group	CT	Business Associate	1631	10/3/2011	Loss	TRUE	OELE
360	Henry Ford Health System	MI	Healthcare Provider	520	10/3/2011	Theft	FALSE	ELEC
361	Indiana University	IN	Healthcare Provider	3266	10/4/2011	Theft	FALSE	ELEC
362	"Adult & Pediatric Dermatology, PC"	MA	Healthcare Provider	2200	10/7/2011	Theft	FALSE	OELE
363	The Nemours Foundation	FL	Healthcare Provider	1055489	10/7/2011	Loss	FALSE	OTHE
364	"Thomas J O'Laughlin, MD"	CA	Business Associate	700	10/7/2011	"Theft, Unauthorized Access/Disclosure"	TRUE	HARD
365	"InStep Foot Clinic, P.A."	MN	Healthcare Provider	2600	10/11/2011	Theft	FALSE	ELEC
366	"Lahey Clinic Hospital, Inc."	MA	Healthcare Provider	599	10/11/2011	Theft	FALSE	ELEC
367	Futurity First Insurance Group	CT	Business Associate	3994	10/11/2011	Theft	TRUE	OTHE
368	Florida Hospital	FL	Healthcare Provider	12784	10/13/2011	Unauthorized Access/Disclosure	FALSE	ELEC
369	"Thomas Jefferson University Hospitals, Inc."	PA	Healthcare Provider	3150	10/14/2011	Theft	FALSE	OTHE
370	Lankenau Medical Center	PA	Healthcare Provider	500	10/17/2011	Theft	FALSE	OTHE
371	"Spectrum Health Ssytems, Inc.  "	MA	Healthcare Provider	14750	10/20/2011	Theft	FALSE	ELEC
372	Conway Regional Medical Center	AR	Healthcare Provider	1472	10/21/2011	Loss	FALSE	OTHE
373	"HITS Scanning Solutions, Inc."	MO	Business Associate	7059	10/22/2011	Theft	TRUE	OTHE
374	Stone Oak Urgent Care & Family Practice	TX	Business Associate	6672	10/24/2011	"Loss, Theft"	TRUE	ELEC
375	Indiana University School of Optometry	IN	Healthcare Provider	757	10/25/2011	Theft	FALSE	ELEC
376	"Brevard Emergency Services, P.A."	FL	Healthcare Provider	2200	10/25/2011	Theft	FALSE	HARD
377	Morris Heights Health Center	NY	Healthcare Provider	927	10/27/2011	Theft	FALSE	ELEC
378	Thresholds Inc.	MI	Business Associate	1100	10/28/2011	Theft	TRUE	HARD
379	"Pitney Bowes Management Services, Inc."	CT	Business Associate	1089	10/28/2011	Theft	TRUE	ELEC
380	Premier Imaging	NC	Healthcare Provider	551	10/28/2011	Unknown	FALSE	HARD
381	"Julie A. Kennedy, D.M.D., P.A."	FL	Healthcare Provider	2900	10/31/2011	Theft	FALSE	ELEC
382	"KCI USA, Inc."	TX	Healthcare Provider	567	10/31/2011	Theft	FALSE	OELE
383	Lebanon Internal Medicine Associates	PA	Healthcare Provider	55000	11/2/2011	Improper Disposal	FALSE	ELEC
384	St. Joseph Medical Center	MD	Healthcare Provider	5000	11/3/2011	Theft	FALSE	HARD
385	Science Applications International Corporation (SA	VA	Business Associate	4900000	11/4/2011	Loss	TRUE	OTHE
386	UCLA Health System	CA	Healthcare Provider	2761	11/4/2011	Theft	FALSE	OELE
387	Logan County Emergeny Ambulance Service Authority	WV	Healthcare Provider	12563	11/8/2011	"Loss, Theft"	FALSE	ELEC
388	"Amerigroup Community Care of New Mexico, Inc"	NM	Health Plan	1537	11/13/2011	Theft	FALSE	HARD
389	"Mid Continent Credit Services, Inc."	KS	Business Associate	8275	11/14/2011	Theft	TRUE	OTHE
390	Sutter Medical Foundation	AL	Healthcare Provider	943434	11/17/2011	Theft	FALSE	ELEC
391	Medcenter One	ND	Healthcare Provider	650	11/17/2011	Theft	FALSE	ELEC
392	Dallas County Hospital District dba Parkland Health & Hospital System	TX	Healthcare Provider	2464	11/17/2011	Unauthorized Access/Disclosure	FALSE	ELEC
393	University of Kentucky UK HealthCare	KY	Healthcare Provider	878	11/23/2011	Loss	FALSE	OELE
394	State of Tennessee Sponsored Group Health Plan	TN	Health Plan	1770	11/28/2011	Unauthorized Access/Disclosure	FALSE	HARD
395	Cleveland Clinic Florida	FL	Healthcare Provider	772	12/1/2011	Loss	FALSE	OTHE
396	"Jay C. Platt, DDS"	IN	Healthcare Provider	10705	12/5/2011	Theft	FALSE	OTHE
397	Rite Aid Corporation 	PA	Healthcare Provider	2900	12/7/2011	Other	FALSE	HARD
398	Blue Vantage Group	NY	Business Associate	7226	12/9/2011	Unauthorized Access/Disclosure	TRUE	ELEC
399	Nation Wise Machine Buyers	IL	Business Associate	2000	12/9/2011	Improper Disposal	TRUE	HARD
400	University of Nebraska Medical Center	NE	Healthcare Provider	611	12/9/2011	Theft	FALSE	HARD
401	Roberts S. Smith M.D. Inc.	GA	Healthcare Provider	17000	12/13/2011	Theft	FALSE	ELEC
402	"Paul C. Brown, MD, PS"	WA	Healthcare Provider	4693	12/15/2011	Theft	FALSE	OTHE
403	Molina Healthcare of California	CA	Health Plan	11081	12/17/2011	Other	FALSE	HARD
404	Aegis Sciences Corporation	TN	Healthcare Provider	2185	12/21/2011	Theft	FALSE	OELE
405	"Soundpath Health, Inc"	WA	Health Plan	7581	12/23/2011	Theft	FALSE	ELEC
406	Concentra Health	TX	Healthcare Provider	870	12/28/2011	Theft	FALSE	ELEC
407	Sleep HealthCenters LLC	MA	Healthcare Provider	2988	12/28/2011	Theft	FALSE	ELEC
408	Smile Designs	FL	Healthcare Provider	1670	1/6/2012	Theft	FALSE	ELEC
409	Alamance Caswell Local Management Entity	NC	Business Associate	50000	1/10/2012	"Other, Unauthorized Access/Disclosure"	TRUE	ELEC
410	"CardioNet, Inc"	PA	Healthcare Provider	1300	1/10/2012	Theft	FALSE	ELEC
411	RightNow Technologies	MT	Business Associate	2700	1/11/2012	Unauthorized Access/Disclosure	TRUE	OTHE
412	"WageWorks, Inc."	CA	Business Associate	1700	1/13/2012	Other	TRUE	HARD
413	Foundation Medical Partners	NH	Healthcare Provider	771	1/16/2012	Theft	FALSE	HARD
414	Kansas Department on Aging	KS	Healthcare Provider	7757	1/19/2012	Theft	FALSE	ELEC
415	Delta Dental of California	CA	Health Plan	11646	1/19/2012	Other	FALSE	HARD
416	Muskogee Regional Medical Center	OK	Health Plan	844	1/20/2012	Loss	FALSE	OTHE
417	"ACS, Affiliated Computer Services, Inc., A Xerox Company"	VA	Business Associate	1444	1/23/2012	"Other, Unauthorized Access/Disclosure"	TRUE	HARD
418	"Oldendorf Medical Services, PLLC"	NY	Healthcare Provider	549	1/24/2012	Theft	FALSE	ELEC
419	St.Vincent Physician Network	IN	Healthcare Provider	1423	1/26/2012	"Theft, Unauthorized Access/Disclosure"	FALSE	HARD
420	Flex Physical Therapy	WA	Healthcare Provider	3100	1/27/2012	Theft	FALSE	ELEC
421	Metro Community Provider Network	CO	Healthcare Provider	3200	1/27/2012	"Hacking/IT Incident, Other"	FALSE	EM
422	University of Miami 	FL	Healthcare Provider	1219	1/30/2012	Theft	FALSE	OELE
423	UnitedHealth Group health plan single affiliated covered entity	MN	Health Plan	6678	2/1/2012	Other	FALSE	HARD
424	"Triumph, LLC"	NC	Healthcare Provider	2000	2/1/2012	Theft	FALSE	ELEC
425	Accretive Health	IL	Business Associate	14000	2/6/2012	Theft	TRUE	ELEC
426	Loma Linda University Medical Center (LLUMC)	CA	Healthcare Provider	1366	2/8/2012	Other	FALSE	HARD
427	"Affiliated Computer Services, Inc.  (ACS, Inc.) A Xerox Company"	NJ	Business Associate	1700	2/8/2012	Other	TRUE	OTHE
428	"Medco Health Solutions, Inc."	NJ	Healthcare Provider	1287	2/13/2012	Theft	FALSE	HARD
429	Lakeview Medical Center	WI	Healthcare Provider	698	2/14/2012	Theft	FALSE	ELEC
430	"Goshen Health System, Inc."	IN	Healthcare Provider	660	2/14/2012	Hacking/IT Incident	FALSE	OTHE
431	Georgetown University Hospital	DC	Healthcare Provider	1549	2/15/2012	Unauthorized Access/Disclosure	FALSE	HARD
432	Motion Picture Industry Health Plans (MPI)	CA	Health Plan	703	2/15/2012	Theft	FALSE	OTHE
433	Ochsner Health System	LA	Healthcare Provider	2088	2/20/2012	Loss	FALSE	OELE
434	Dr. Trandinh	OR	Business Associate	2300	2/20/2012	"Theft, Unauthorized Access/Disclosure"	TRUE	ELEC
435	"CardioNet, Inc."	PA	Healthcare Provider	728	2/27/2012	Theft	FALSE	ELEC
436	"Beth Barrett Consulting, LLC"	NM	Business Associate	7000	2/28/2012	Theft	TRUE	ELEC
437	"Catalyst Health Solutions, Inc."	MD	Business Associate	632	2/28/2012	Unauthorized Access/Disclosure	TRUE	OTHE
438	"T&P CONSULTING, INC. D/B/A QUANTUM"	PR	Business Associate	7706	2/28/2012	Theft	TRUE	ELEC
439	Lee Miller Rehabilitation Associates	MD	Healthcare Provider	10480	2/29/2012	Theft	FALSE	ELEC
440	"Jeremaih J. Twomey, F.A.C.P., P.A."	TX	Business Associate	2559	3/2/2012	Theft	TRUE	OTHE
441	Anchorage Community Mental Health Services Inc.	AK	Healthcare Provider	2743	3/3/2012	Unauthorized Access/Disclosure	FALSE	ELEC
442	Robley Rex VA Medical Center 	KY	Healthcare Provider	1182	3/6/2012	Other	FALSE	HARD
443	Indiana Internal Medicine Consultants	IN	Healthcare Provider	20000	3/9/2012	Theft	FALSE	ELEC
444	"T & P Consulting, Inc. d/b/a Quantum Health Consulting"	PR	Business Associate	10000	3/12/2012	Theft	TRUE	OELE
445	Quantum Health Consulting	PR	Business Associate	4645	3/12/2012	Theft	TRUE	ELEC
446	Kern Medical Center 	CA	Healthcare Provider	1431	3/12/2012	Theft	FALSE	HARD
447	"William F. DeLuca Jr., M.D."	NY	Healthcare Provider	577	3/13/2012	Theft	FALSE	ELEC
448	Quantum Health Consulting	PR	Business Associate	7923	3/13/2012	Theft	TRUE	ELEC
449	Advanced Clinical Research Institute	CA	Health Plan	875	3/14/2012	Theft	FALSE	HARD
450	"T&P Consulting, INC DBA Quantum HC"	PR	Business Associate	7606	3/15/2012	Theft	TRUE	OELE
451	Georgia Health Sciences University	GA	Healthcare Provider	513	3/15/2012	Theft	FALSE	ELEC
452	"Baylor Heart and Vascular Center, LLP"	TX	Healthcare Provider	1972	3/16/2012	Theft	FALSE	OELE
453	Chicago Musculoskeletal Institute/Metro Orthopedics	IL	Healthcare Provider	750	3/23/2012	Other	FALSE	ELEC
454	"Caremark PCS Health, L.L.C. (formerly known as Caremark PCS Health, L.P.)"	IL	Business Associate	3482	3/23/2012	Other	TRUE	HARD
455	Duke University Health System	NC	Healthcare Provider	1370	3/23/2012	Unauthorized Access/Disclosure	FALSE	OTHE
456	St. Joseph's Medical Center	CA	Healthcare Provider	712	3/29/2012	Theft	FALSE	HARD
457	CenterLight Healthcare	NY	Health Plan	642	4/3/2012	Unauthorized Access/Disclosure	FALSE	EM
458	Lake Granbury Medicl Ceter	TX	Healthcare Provider	502	4/4/2012	Theft	FALSE	HARD
459	County of Wayne Department of Personnel/Human Resources Benefits Administration Division	MI	Health Plan	1229	4/6/2012	Unauthorized Access/Disclosure	FALSE	EM
460	St. Elizabeth's Medical Center	MA	Healthcare Provider	6831	4/6/2012	Loss	FALSE	HARD
461	The Neighborhood Christian Clinic	AZ	Healthcare Provider	9565	4/9/2012	Loss	FALSE	OELE
462	"AccentCare Home Health of California, Inc. Medicare # 057564    CA state License # 080000226"	CA	Healthcare Provider	1000	4/10/2012	Unauthorized Access/Disclosure	FALSE	EM
463	HealthLOGIX	MI	Business Associate	555	4/10/2012	Unauthorized Access/Disclosure	TRUE	HARD
464	David Charles Rish	CA	Business Associate	2000	4/10/2012	Theft	TRUE	OTHE
465	Utah Department of Technology Services	UT	Business Associate	780000	4/11/2012	Hacking/IT Incident	TRUE	ELEC
466	IU Medical Group	IN	Healthcare Provider	1000	4/12/2012	Improper Disposal	FALSE	HARD
467	Rhinebeck Health Center/Center for Progressive Medicine	NY	Healthcare Provider	6745	4/12/2012	Theft	FALSE	ELEC
468	Memorial Healthcare System	FL	Health Plan	9497	4/13/2012	Other	FALSE	OTHE
469	"Roy E. Gondo, M.D."	WA	Healthcare Provider	2100	4/13/2012	Theft	FALSE	ELEC
470	"DRD Management, Inc. D/B/A DRD Knoxville Medical Clinic - Central"	TX	Healthcare Provider	1000	4/16/2012	Improper Disposal	FALSE	HARD
471	Emory Healthcare	GA	Healthcare Provider	315000	4/18/2012	"Other, Unknown"	FALSE	OTHE
472	Desert AIDS Project	CA	Healthcare Provider	4400	4/20/2012	Theft	FALSE	ELEC
473	University of Arkansas for Medical Sciences	AR	Healthcare Provider	7121	4/20/2012	Unauthorized Access/Disclosure	FALSE	OTHE
474	"TLC DENTAL DANIA, LLC"	FL	Healthcare Provider	750	4/23/2012	Theft	FALSE	HARD
475	South Carolina Department of Health and Human Services	SC	Health Plan	228435	4/24/2012	Unauthorized Access/Disclosure	FALSE	EM
476	Oregon Health Authority	OR	Healthcare Provider	550	4/26/2012	Theft	FALSE	HARD
477	SHIELDS For Families 	CA	Healthcare Provider	961	4/26/2012	Theft	FALSE	ELEC
478	"Safe Ride Services, Inc"	AZ	Healthcare Provider	42000	5/1/2012	"Hacking/IT Incident, Unauthorized Access/Disclosure"	FALSE	ELEC
479	IntraCare North Hospital	TX	Healthcare Provider	750	5/3/2012	Theft	FALSE	HARD
480	"Oakland Vision Services, PC"	MI	Healthcare Provider	3000	5/3/2012	Hacking/IT Incident	FALSE	ELEC
481	Baptist Health System	AL	Healthcare Provider	1655	5/4/2012	Improper Disposal	FALSE	HARD
482	University of Houston for UH College of Optometry	TX	Healthcare Provider	7000	5/8/2012	"Hacking/IT Incident, Unauthorized Access/Disclosure"	FALSE	ELEC
483	Rite Aid Store 1343	WV	Healthcare Provider	2905	5/10/2012	Theft	FALSE	HARD
484	Iowa Department of Human Services	IA	Health Plan	3000	5/11/2012	Improper Disposal	FALSE	HARD
485	Hogan Services Inc. Health Care Premium Plan	MO	Health Plan	1134	5/11/2012	Unauthorized Access/Disclosure	FALSE	EM
486	"Family HealthServices Minnesota, P.A."	MN	Healthcare Provider	4000	5/14/2012	Theft	FALSE	ELEC
487	St. Mary Medical Center	CA	Healthcare Provider	3900	5/14/2012	Loss	FALSE	OELE
488	Our Lady of the Lake Regional Medical Center	LA	Healthcare Provider	17000	5/18/2012	"Loss, Theft"	FALSE	ELEC
489	UnitedHealth Group health plan single affiliated covered entity	MN	Health Plan	19100	5/18/2012	Unauthorized Access/Disclosure	FALSE	OTHE
490	West Dermatology	CA	Healthcare Provider	1900	5/18/2012	Theft	FALSE	OTHE
491	Duke University Health System	NC	Healthcare Provider	591	5/18/2012	Unauthorized Access/Disclosure	FALSE	OTHE
492	Ameritas Life Insurance Corp. 	NE	Health Plan	3000	5/21/2012	Theft	FALSE	ELEC
493	Children's Hospital Boston	MA	Healthcare Provider	2159	5/22/2012	Theft	FALSE	ELEC
494	"Data Image, Inc."	OH	Business Associate	15000	5/22/2012	Unauthorized Access/Disclosure	TRUE	OTHE
495	Physician's Automated Laboratory	CA	Healthcare Provider	745	5/23/2012	Theft	FALSE	HARD
496	"Phoebe Putney Memorial Hospital, Inc. "	GA	Healthcare Provider	12937	5/24/2012	Theft	FALSE	ELEC
497	Independence Physical Therapy	CT	Healthcare Provider	925	5/25/2012	Theft	FALSE	ELEC
498	Titus Regional Medical Center	TX	Healthcare Provider	5700	5/26/2012	"Loss, Unknown"	FALSE	ELEC
499	Titus Regional Medical Center	TX	Healthcare Provider	500	5/26/2012	Theft	FALSE	OTHE
500	Lutheran Community Services Northwest	WA	Healthcare Provider	756	5/29/2012	Theft	FALSE	OELE
501	"Volunteer State Health Plan, Inc. "	TN	Health Plan	1102	5/31/2012	Loss	FALSE	HARD
502	Charlie Norwood VA Medical Center	GA	Healthcare Provider	824	6/4/2012	Loss	FALSE	OELE
503	PrevMED	MD	Business Associate	1444	6/4/2012	Theft	TRUE	ELEC
504	"Metcare of Florida, Inc."	FL	Healthcare Provider	2557	6/4/2012	Theft	FALSE	OELE
505	"Robert Witham, MD, FACP"	OR	Healthcare Provider	11136	6/6/2012	Theft	FALSE	ELEC
506	Memorial Sloan-Kettering Cancer Center	NY	Healthcare Provider	568	6/8/2012	Theft	FALSE	OELE
507	"Gessler Clinic, P.A."	FL	Healthcare Provider	1409	6/14/2012	Theft	FALSE	HARD
508	University of Kentucky HealthCare	KY	Healthcare Provider	4490	6/19/2012	Theft	FALSE	ELEC
509	Wolf & Yun	KY	Healthcare Provider	824	6/22/2012	Theft	FALSE	ELEC
510	Karen Kietzman	MT	Healthcare Provider	708	6/22/2012	Theft	FALSE	OELE
511	"Bruce G. Peller, DMD, PA"	NC	Healthcare Provider	9953	6/25/2012	Unauthorized Access/Disclosure	FALSE	ELEC
512	"Sharon L. Rogers, Ph.D., ABPP"	TX	Healthcare Provider	585	7/3/2012	Theft	FALSE	ELEC
